"Total_Count","Distinct_Count","Invalid_Count","Mean_Length","Mean_Freq_KF","Mean_Freq_HAL","Mean_Log_Freq_HAL","Mean_SUBTLWF","Mean_SUBTLCD","Mean_Ortho_N","Mean_Phono_N","Mean_Phono_N_H","Mean_OG_N","Mean_OG_N_H","Mean_Freq_N","Mean_Freq_N_P","Mean_Freq_N_PH","Mean_BG_Sum","Mean_BG_Mean","Mean_BG_Freq_By_Pos","Mean_NSyll","Mean_NMorph","Mean_I_Mean_RT","Mean_I_Zscore","Mean_I_SD","Mean_Obs","Mean_I_Mean_Accuracy","Mean_I_NMG_Mean_RT","Mean_I_NMG_Zscore","Mean_I_NMG_SD","Mean_I_NMG_Obs","Mean_I_NMG_Mean_Accuracy"
"27","27","3","8.58","10.41","1789.88","6.38","3.17","1.31","0.04","0.08","0.08","0.00","0.00","6.17","6.54","6.54","12592.38","1654.63","1853.88","2.21","2.09","725.02","-0.28","247.89","32.08","0.96","663.79","-0.28","136.37","27.08","1.00"

