"Total_Count","Distinct_Count","Invalid_Count","Mean_Length","Mean_Freq_KF","Mean_Freq_HAL","Mean_Log_Freq_HAL","Mean_SUBTLWF","Mean_SUBTLCD","Mean_Ortho_N","Mean_Phono_N","Mean_Phono_N_H","Mean_OG_N","Mean_OG_N_H","Mean_Freq_N","Mean_Freq_N_P","Mean_Freq_N_PH","Mean_BG_Sum","Mean_BG_Mean","Mean_BG_Freq_By_Pos","Mean_NSyll","Mean_NMorph","Mean_I_Mean_RT","Mean_I_Zscore","Mean_I_SD","Mean_Obs","Mean_I_Mean_Accuracy","Mean_I_NMG_Mean_RT","Mean_I_NMG_Zscore","Mean_I_NMG_SD","Mean_I_NMG_Obs","Mean_I_NMG_Mean_Accuracy"
"33","33","3","8.73","4.53","1232.47","6.19","1.92","0.78","0.03","0.03","0.03","0.00","0.00","5.77","2.20","2.20","11865.93","1520.69","1862.33","2.23","2.00","740.73","-0.19","270.89","31.20","0.94","695.01","-0.16","151.97","26.33","0.98"

